id,name,imgurl,birthday,height,cup_size,bust,waist,hips,birthplace,hobby
6359,春宮すず,https://pics.javhoo.net/2016/02/ozi_a.jpg,1996-10-01,160.0,F,90.0,57.0,85.0,大阪府,"お菓子作り,歌"
6363,秋本美鈴,https://pics.javhoo.net/2016/02/3j_a.jpg,1977-09-01,161.0,H,83.0,58.0,86.0,,
6364,水城ゆう,https://pics.javhoo.net/2016/02/4nc_a.jpg,1985-12-05,154.0,E,83.0,55.0,83.0,東京都,映画鑑賞
6365,藤田亮子,https://pics.javhoo.net/2016/02/an_a.jpg,1955-02-18,156.0,D,86.0,60.0,86.0,,
6370,早乙女りん,https://pics.javhoo.net/2016/02/808_a.jpg,1991-07-09,154.0,C,82.0,57.0,83.0,,
6371,絵里奈モア,https://pics.javhoo.net/2016/02/7m0_a.jpg,1989-04-10,160.0,H,92.0,58.0,88.0,神奈川県,バドミントン
6377,春菜りお,https://pics.javhoo.net/2016/02/60v_a.jpg,1989-03-01,155.0,C,84.0,60.0,82.0,茨城県,ショッピング
6381,有川真生,https://pics.javhoo.net/2016/02/ar_a.jpg,1985-03-03,153.0,C,82.0,59.0,83.0,東京都,"音楽鑑賞,料理"
6383,成田つかさ,https://pics.javhoo.net/2016/02/7sv_a.jpg,1990-10-30,155.0,D,84.0,61.0,83.0,福岡県,"バスケット,バレーボール,ダンス"
6387,徳澤エリカ,https://pics.javhoo.net/2016/02/1hf_a.jpg,1986-01-25,149.0,C,80.0,55.0,78.0,東京都,"料理,華道"
6389,綾見志穂,https://pics.javhoo.net/2016/02/22r_a.jpg,1980-02-05,163.0,C,83.0,56.0,84.0,神奈川県,"映画鑑賞,ウィンドウショッピング"
6392,百合野さくら,https://pics.javhoo.net/2016/02/3nn_a.jpg,1984-05-05,148.0,C,83.0,60.0,86.0,埼玉県,"バトミントン,アイススケート,ローラブレード"
6393,卯月あすか,https://pics.javhoo.net/2016/02/3ur_a.jpg,1984-01-22,156.0,E,86.0,57.0,84.0,東京都,"散歩,料理,テニス"
6397,玲丸,https://pics.javhoo.net/2016/02/60z_a.jpg,1982-12-18,165.0,H,96.0,60.0,89.0,東京都,"映画鑑賞,水泳"
6401,小鳥遊瀬那,https://pics.javhoo.net/2016/02/7er_a.jpg,1985-04-02,168.0,G,92.0,58.0,82.0,宮城県,
6403,舞阪エリル,https://pics.javhoo.net/2016/02/8sj_a.jpg,1991-07-22,156.0,F,90.0,58.0,83.0,東京都,"人間観察,作詞,料理,水泳,リメイク"
6409,春菜まい,https://pics.javhoo.net/2016/02/ax_a.jpg,1984-03-20,155.0,H,88.0,60.0,84.0,東京都,"散歩,水泳"
6410,野々宮りん（長谷川めい）,https://pics.javhoo.net/2016/02/i1_a.jpg,1985-04-01,164.0,D,85.0,58.0,81.0,北海道,
6412,安部ちなつ,https://pics.javhoo.net/2016/02/1ah_a.jpg,1984-12-03,150.0,F,83.0,56.0,84.0,東京都,"ショッピング,料理"
6416,南菜々,https://pics.javhoo.net/2016/02/oe7_a.jpg,1996-03-29,152.0,D,83.0,56.0,85.0,,"歌,ダンス"
6423,松下可憐,https://pics.javhoo.net/2016/02/3ux_a.jpg,1985-03-08,168.0,C,84.0,59.0,83.0,神奈川県,お酒
6425,叶結香里,https://pics.javhoo.net/2016/02/3k_a.jpg,1980-05-17,162.0,H,88.0,58.0,86.0,東京都,"演劇,ミュージカル鑑賞,ダンス"
6426,雨宮琴,https://pics.javhoo.net/2016/02/ao_a.jpg,1979-09-02,157.0,E,86.0,58.0,85.0,東京都,"ショッピング,カラオケ,ビリヤード,書道"
6430,鈴木ちせ,https://pics.javhoo.net/2016/02/7m1_a.jpg,1986-03-25,160.0,G,90.0,58.0,86.0,東京都,お菓子作り
6452,江藤七海,https://pics.javhoo.net/2016/02/3ny_a.jpg,1981-06-15,155.0,E,90.0,63.0,90.0,東京都,"ライブ,クラブに行くこと,カラオケ"
6453,山崎華奈,https://pics.javhoo.net/2016/02/3v2_a.jpg,1984-01-10,156.0,B,87.0,59.0,86.0,神奈川県,ボディーボード
6454,雪乃まひる,https://pics.javhoo.net/2016/02/426_a.jpg,1982-03-03,159.0,I,101.0,60.0,90.0,千葉県,何処でも寝れること
6458,千葉ねね,https://pics.javhoo.net/2016/02/pkz_a.jpg,1986-10-01,155.0,F,86.0,58.0,87.0,兵庫県,ドライブ
6460,吉永ゆりあ,https://pics.javhoo.net/2016/02/hw_a.jpg,1984-01-09,162.0,G,100.0,61.0,89.0,東京都,歌を歌う事
6463,観月樹音,https://pics.javhoo.net/2016/02/68e_a.jpg,1989-08-05,152.0,E,85.0,60.0,82.0,神奈川県,ショッピング
6465,暮野ソフィア,https://pics.javhoo.net/2016/02/8lq_a.jpg,1987-01-12,162.0,F,88.0,58.0,88.0,東京都,"チェロ,料理,綱渡り,空中ブランコ,ロシア語"
6469,Ryo,https://pics.javhoo.net/2016/02/3us_a.jpg,1985-12-14,154.0,D,85.0,57.0,84.0,北海道,"カラオケ,ピアノ,水泳"
6472,鮎川香織,https://pics.javhoo.net/2016/02/4n8_a.jpg,1986-09-18,164.0,C,82.0,58.0,84.0,東京都,ショッピング
6483,高原玲奈,https://pics.javhoo.net/2016/02/3u_a.jpg,1978-08-26,167.0,E,90.0,62.0,90.0,東京都,音楽鑑賞
6485,飯沢もも,https://pics.javhoo.net/2016/02/ay_a.jpg,1984-09-09,158.0,E,84.0,59.0,83.0,東京都,ネイルアート
6487,山咲樹里,https://pics.javhoo.net/2016/02/wa_a.jpg,1982-01-15,156.0,F,86.0,61.0,88.0,神奈川県,"スノボー,水泳,テニス"
6492,水谷麻子,https://pics.javhoo.net/2016/02/39m_a.jpg,1981-12-27,152.0,C,85.0,60.0,83.0,東京都,映画の自主作成
6494,堀江ルイ,https://pics.javhoo.net/2016/02/4ga_a.jpg,1983-08-10,168.0,F,90.0,59.0,88.0,東京都,"車,バイク,水泳,華道,茶道,料理"
6496,葉山潤子,https://pics.javhoo.net/2016/02/68a_a.jpg,1988-01-24,154.0,D,83.0,56.0,83.0,神奈川県,"音楽を聴くこと,ピアノを弾くこと"
6502,菅原薫,https://pics.javhoo.net/2016/02/pb_a.jpg,1976-02-01,157.0,D,85.0,58.0,89.0,東京都,洋服を作ること
6505,早乙女優,https://pics.javhoo.net/2016/02/1vz_a.jpg,1983-08-15,166.0,C,82.0,58.0,85.0,神奈川県,書道
6510,森乃ひよこ,https://pics.javhoo.net/2016/02/3v3_a.jpg,1983-04-26,161.0,B,82.0,59.0,87.0,山形県,"映画鑑賞,旅行,絵画"
6511,矢口あかり,https://pics.javhoo.net/2016/02/427_a.jpg,1986-12-07,152.0,C,81.0,57.0,82.0,東京都,"お菓子づくり,テニス,英語"
6513,熊野ぷぅこ,https://pics.javhoo.net/2016/02/4un_a.jpg,1980-08-07,159.0,E,96.0,58.0,88.0,神奈川県,キーボード
6527,今宿まこと,https://pics.javhoo.net/2016/02/az_a.jpg,1984-02-18,150.0,B,83.0,56.0,87.0,山梨県,メイク
6528,長谷川ゆい,https://pics.javhoo.net/2016/02/i3_a.jpg,1982-12-23,168.0,D,88.0,63.0,93.0,大阪府,
6532,君野ゆめ,https://pics.javhoo.net/2016/02/22z_a.jpg,1987-08-30,154.0,C,83.0,59.0,85.0,神奈川県,"カラオケ,バスケット,歌う事"
6538,朝比奈ハル,https://pics.javhoo.net/2016/02/497_a.jpg,1985-01-01,167.0,D,86.0,64.0,86.0,東京都,バスケ
6540,若菜ひかる,https://pics.javhoo.net/2016/02/4nf_a.jpg,1985-03-06,161.0,E,91.0,58.0,86.0,神奈川県,"読書,海水浴,キックボクシング"
6546,AN,https://pics.javhoo.net/2016/02/70r_a.jpg,1992-03-03,154.0,G,85.0,58.0,89.0,東京都,
6548,原田ちひろ,https://pics.javhoo.net/2016/02/39s_a.jpg,1980-01-01,150.0,C,84.0,63.0,87.0,,爪をいじる事
6549,月島のあ,https://pics.javhoo.net/2016/02/3v4_a.jpg,1982-06-25,157.0,C,85.0,58.0,86.0,,
6550,半沢あい,https://pics.javhoo.net/2016/02/428_a.jpg,1985-12-24,158.0,B,82.0,57.0,83.0,東京都,"読書,ダンス"
6571,三月あん（甘味いちご）,https://pics.javhoo.net/2016/02/3w_a.jpg,1983-01-28,147.0,H,94.0,57.0,84.0,神奈川県,料理
6575,水野美香,https://pics.javhoo.net/2016/02/1ak_a.jpg,1986-05-15,172.0,F,90.0,60.0,89.0,千葉県,
6583,池田こずえ,https://pics.javhoo.net/2016/02/pd_a.jpg,1981-03-03,160.0,E,84.0,59.0,84.0,新潟県,"ヨガ,読書"
6584,藤本まりな,https://pics.javhoo.net/2016/02/424_a.jpg,1986-12-24,160.0,D,84.0,56.0,88.0,東京都,"読書,ピアノ,新体操"
6585,奈々見沙織,https://pics.javhoo.net/2016/02/498_a.jpg,1977-09-13,162.0,G,90.0,58.0,86.0,神奈川県,読書
6586,芹沢樹梨,https://pics.javhoo.net/2016/02/4gc_a.jpg,1983-01-12,166.0,D,87.0,58.0,88.0,神奈川県,"サーフィン,キャットウォーク"
6587,安西あき,https://pics.javhoo.net/2016/02/4ng_a.jpg,1985-11-27,163.0,D,87.0,58.0,85.0,東京都,"読書,テニス"
6588,浅尾リカ,https://pics.javhoo.net/2016/02/4uk_a.jpg,1987-05-03,167.0,D,85.0,58.0,88.0,神奈川県,"スポーツ,球技,お風呂,車,運動,英会話"
6593,相川奈々,https://pics.javhoo.net/2016/02/429_a.jpg,1984-07-15,168.0,E,86.0,60.0,90.0,,"音楽鑑賞,料理"
6614,江本友紀,https://pics.javhoo.net/2016/02/b1_a.jpg,1976-07-22,167.0,C,80.0,58.0,83.0,東京都,カラオケ
6621,葉月かんな,https://pics.javhoo.net/2016/02/3nx_a.jpg,1982-11-22,160.0,C,84.0,59.0,89.0,東京都,お菓子作り
6623,上野美咲,https://pics.javhoo.net/2016/02/425_a.jpg,1983-07-03,164.0,D,84.0,56.0,88.0,徳島県,映画鑑賞
6630,木下まこ,https://pics.javhoo.net/2016/02/42_a.jpg,1980-03-03,162.0,G,98.0,62.0,88.0,東京都,"ボディーボード,バスケ,料理"
6634,喜多村麻衣,https://pics.javhoo.net/2016/02/1aq_a.jpg,1984-12-25,152.0,D,86.0,58.0,87.0,,"献血,カラオケ"
6635,乙井なずな,https://pics.javhoo.net/2016/02/236_a.jpg,1989-03-30,157.0,D,83.0,58.0,82.0,新潟県,"音楽鑑賞,散歩,ショッピング"
6639,酒菜いるか,https://pics.javhoo.net/2016/02/42a_a.jpg,1986-09-01,150.0,B,83.0,56.0,86.0,神奈川県,ショッピング
6643,藤森あゆみ,https://pics.javhoo.net/2016/02/58y_a.jpg,1981-08-26,165.0,E,90.0,60.0,92.0,,ピアノ
6654,平山千里,https://pics.javhoo.net/2016/02/3vb_a.jpg,1985-02-14,166.0,C,84.0,59.0,87.0,東京都,"プリクラ,カラオケ,ブリッジ,ピアノ"
6659,織田マリナ,https://pics.javhoo.net/2016/02/6mv_a.jpg,1987-08-25,162.0,F,88.0,58.0,85.0,秋田県,"料理,カラオケ,ソフトボール"
6660,大石のぞみ,https://pics.javhoo.net/2016/02/6tz_a.jpg,1990-12-08,160.0,E,86.0,57.0,86.0,京都府,"映画鑑賞,お菓子作り"
6665,佐倉もなみ,https://pics.javhoo.net/2016/02/13w_a.jpg,1987-03-05,161.0,I,105.0,62.0,93.0,神奈川県,"旅行,料理"
6668,蒼井まなみ,https://pics.javhoo.net/2016/02/80n_a.jpg,1992-11-12,172.0,G,95.0,58.0,88.0,兵庫県,
6686,美咲あや,https://pics.javhoo.net/2016/02/bdj_a.jpg,1996-06-01,153.0,E,85.0,60.0,85.0,東京都,"500円玉貯金,書道"
6687,椎名まゆみ,https://pics.javhoo.net/2016/02/ib_a.jpg,1978-04-15,159.0,F,86.0,57.0,85.0,埼玉県,
6709,春乃ヒカリ,https://pics.javhoo.net/2016/02/9eb_a.jpg,1987-07-31,156.0,E,88.0,60.0,90.0,東京都,"カラオケ,買い物,ダーツ"
6720,小野寺沙希,https://pics.javhoo.net/2016/02/ig_a.jpg,1982-03-09,158.0,D,83.0,58.0,86.0,東京都,"スキー,料理"
6721,杏野るり,https://pics.javhoo.net/2016/02/13s_a.jpg,1982-10-19,149.0,C,83.0,56.0,81.0,東京都,ショッピング
6724,愛咲MIU（桜井りあ）,https://pics.javhoo.net/2016/02/2oo_a.jpg,1989-07-19,152.0,B,80.0,56.0,82.0,秋田県,"ショッピング,バスケットボール"
6725,渡瀬晶,https://pics.javhoo.net/2016/02/4d_a.jpg,1980-07-02,168.0,D,88.0,60.0,86.0,東京都,"バレーボール,映画鑑賞"
6731,小松いづみ,https://pics.javhoo.net/2016/02/3o8_a.jpg,1976-12-18,156.0,C,84.0,58.0,85.0,東京都,ショッピング
6733,椎名ゆめ,https://pics.javhoo.net/2016/02/3vc_a.jpg,1984-12-24,160.0,C,83.0,58.0,85.0,京都府,"バレエ,ピアノ,ジム"
6735,奥田唯,https://pics.javhoo.net/2016/02/1i5_a.jpg,1980-02-14,157.0,G,95.0,60.0,90.0,大阪府,
6741,清野ゆり,https://pics.javhoo.net/2016/02/7fc_a.jpg,1990-02-14,160.0,C,83.0,61.0,86.0,長野県,"音楽紹介,読者,ピアノ,英検2級"
6743,マリア・エリヨリ,https://pics.javhoo.net/2016/02/8m0_a.jpg,1990-11-23,164.0,C,83.0,58.0,83.0,東京都,"健康オタク,歌,DJ"
6756,宮澤ゆうな,https://pics.javhoo.net/2016/02/13o_a.jpg,1980-08-10,150.0,E,84.0,55.0,82.0,北海道,"ジョギング,カラオケ,料理"
6761,伊沢千夏,https://pics.javhoo.net/2016/02/238_a.jpg,1985-07-14,163.0,E,82.0,58.0,88.0,東京都,料理
6763,KOMACHI,https://pics.javhoo.net/2016/02/9el_a.jpg,1989-05-15,157.0,H,99.0,59.0,86.0,,テニス
6768,藍ゆうき,https://pics.javhoo.net/2016/02/42c_a.jpg,1984-11-11,161.0,B,83.0,57.0,85.0,東京都,"ダンス,新体操"
6770,嶋村ゆかり,https://pics.javhoo.net/2016/02/4no_a.jpg,1988-03-22,156.0,E,88.0,56.0,83.0,神奈川県,"テニス,テニス"
6782,椎名あゆ,https://pics.javhoo.net/2016/02/l94_a.jpg,1983-06-11,155.0,C,84.0,58.0,85.0,神奈川県,
6788,音咲絢,https://pics.javhoo.net/2016/02/49_a.jpg,1981-07-12,165.0,D,86.0,58.0,87.0,神奈川県,ネイルアート
6789,nana,https://pics.javhoo.net/2016/02/im_a.jpg,1985-01-08,152.0,E,84.0,56.0,86.0,神奈川県,ショッピング
6792,倉沢みづき,https://pics.javhoo.net/2016/02/wu_a.jpg,1985-08-23,164.0,E,88.0,59.0,90.0,東京都,"居酒屋めぐり,犬の散歩,水泳,習字"
6800,柳瀬遥,https://pics.javhoo.net/2016/02/42h_a.jpg,1986-01-15,149.0,D,84.0,54.0,80.0,石川県,"ショッピング,水泳"
6809,吉野美穂,https://pics.javhoo.net/2016/02/3oe_a.jpg,1977-01-12,155.0,D,86.0,58.0,85.0,,"旅行,ショッピング"
6823,水城静来,https://pics.javhoo.net/2016/02/8ta_a.jpg,1992-09-14,158.0,F,88.0,58.0,84.0,埼玉県,"ネイル,映画鑑賞,水泳"
6834,星川みなみ,https://pics.javhoo.net/2016/02/45_a.jpg,1981-08-30,158.0,G,92.0,60.0,88.0,東京都,ピアノ
6835,上原深雪,https://pics.javhoo.net/2016/02/b9_a.jpg,1985-02-01,164.0,D,86.0,57.0,83.0,東京都,"読書,模様替え,通販"
6836,月野しずく,https://pics.javhoo.net/2016/02/ph_a.jpg,1984-07-19,148.0,E,85.0,56.0,83.0,京都府,料理
6845,沙希（沢尻マリナ）,https://pics.javhoo.net/2016/02/6fp_a.jpg,1986-05-05,160.0,C,80.0,58.0,87.0,,"カラオケ,料理"
6850,小泉ゆり,https://pics.javhoo.net/2016/02/4a_a.jpg,1981-05-30,159.0,D,85.0,60.0,89.0,福井県,テニス
6851,ももこみゆ,https://pics.javhoo.net/2016/02/be_a.jpg,1985-12-25,161.0,C,83.0,60.0,85.0,東京都,"ピアノ,料理"
6862,桜もも,https://pics.javhoo.net/2016/02/3hb_a.jpg,1983-03-20,152.0,C,85.0,59.0,86.0,東京都,ピアノ
6863,橘真帆,https://pics.javhoo.net/2016/02/3of_a.jpg,1975-10-03,164.0,C,85.0,60.0,89.0,神奈川県,
6867,夏目ナナ,https://pics.javhoo.net/2016/02/5nj_a.jpg,1982-01-23,163.0,G,93.0,58.0,85.0,大阪府,"お菓子作り,ネイルアート"
6876,あずきりか,https://pics.javhoo.net/2016/02/ot1_a.jpg,1994-08-10,149.0,E,86.0,56.0,84.0,群馬県,"ゲーム,料理,ピアノ"
6878,宝生奈々,https://pics.javhoo.net/2016/02/46_a.jpg,1979-12-10,160.0,B,82.0,56.0,83.0,神奈川県,"読書,ショッピング"
6879,瀬名さくら（藤原史歩）,https://pics.javhoo.net/2016/02/ba_a.jpg,1975-01-31,163.0,K,101.0,60.0,88.0,神奈川県,
6880,いつか,https://pics.javhoo.net/2016/02/ie_a.jpg,1983-11-11,154.0,C,83.0,58.0,83.0,大阪府,ゲーセン
6881,多々野昌稀,https://pics.javhoo.net/2016/02/13q_a.jpg,1973-01-01,156.0,C,83.0,58.0,86.0,,
6886,小野今日子,https://pics.javhoo.net/2016/02/3o6_a.jpg,1975-05-15,163.0,D,83.0,63.0,84.0,東京都,水泳
6887,小倉ありす,https://pics.javhoo.net/2016/02/3va_a.jpg,1984-10-06,152.0,D,85.0,60.0,83.0,東京都,"ゲーム,バトミントン"
6888,松岡怜奈,https://pics.javhoo.net/2016/02/4gm_a.jpg,1985-12-04,152.0,D,87.0,57.0,82.0,愛知県,読書
6893,竹内優美子,https://pics.javhoo.net/2016/02/4g_a.jpg,1983-05-12,150.0,C,83.0,60.0,86.0,,
6895,れのん,https://pics.javhoo.net/2016/02/ps_a.jpg,1985-03-03,148.0,E,85.0,56.0,82.0,東京都,"映画鑑賞,ショッピング"
6900,香坂ゆかり,https://pics.javhoo.net/2016/02/3og_a.jpg,1975-11-11,167.0,C,84.0,58.0,88.0,神奈川県,軟式テニス
6903,琴乃,https://pics.javhoo.net/2016/02/5nk_a.jpg,1985-02-24,152.0,G,95.0,60.0,86.0,東京都,"散歩,ドラム"
6911,水沢杏香,https://pics.javhoo.net/2016/02/2or_a.jpg,1993-03-19,162.0,C,86.0,60.0,82.0,東京都,"ホラー映画鑑賞,マッサージ,エビ反り"
6914,風間ゆず,https://pics.javhoo.net/2016/02/3ob_a.jpg,1983-12-21,165.0,E,86.0,60.0,86.0,埼玉県,"読書,買い物,ピアノ,バレーボール"
6916,範田紗々,https://pics.javhoo.net/2016/02/5nf_a.jpg,1985-04-18,158.0,I,90.0,59.0,82.0,沖縄県,"旅行,妄想,動物の鳴き真似"
6926,かぐやひめ,https://pics.javhoo.net/2016/02/47_a.jpg,1981-12-15,150.0,E,85.0,60.0,87.0,,"おひるね,散歩,料理"
6927,霧島レイナ,https://pics.javhoo.net/2016/02/bb_a.jpg,1978-01-02,165.0,F,93.0,60.0,90.0,東京都,ダンス
6928,青木のあ,https://pics.javhoo.net/2016/02/if_a.jpg,1985-06-12,156.0,E,85.0,57.0,86.0,北海道,"掃除,剣道"
6930,一色彩,https://pics.javhoo.net/2016/02/wn_a.jpg,1983-12-27,154.0,B,82.0,58.0,86.0,東京都,"カラオケ,メイクすること,バレーボール"
6933,上原まどか,https://pics.javhoo.net/2016/02/x1_a.jpg,1982-05-28,151.0,B,82.0,56.0,80.0,,
6940,葉山みどり,https://pics.javhoo.net/2016/02/3ad_a.jpg,1969-03-01,158.0,D,88.0,59.0,89.0,東京都,
6941,藤森加奈子,https://pics.javhoo.net/2016/02/3hh_a.jpg,1975-12-25,165.0,C,83.0,58.0,86.0,,
6944,綾瀬ちづる,https://pics.javhoo.net/2016/02/4h1_a.jpg,1985-01-22,164.0,D,86.0,58.0,84.0,東京都,テニス
6946,藤沢瞳,https://pics.javhoo.net/2016/02/52d_a.jpg,1985-07-28,164.0,C,83.0,58.0,85.0,,"ショッピング,英会話"
6955,五十嵐ゆうか,https://pics.javhoo.net/2016/02/4h_a.jpg,1978-01-23,163.0,E,88.0,59.0,87.0,,ドライブ
6957,白石みさと,https://pics.javhoo.net/2016/02/ip_a.jpg,1984-07-21,156.0,D,80.0,58.0,86.0,東京都,"犬の散歩,ピアノ"
6966,原紗央莉,https://pics.javhoo.net/2016/02/61t_a.jpg,1988-01-01,165.0,E,85.0,61.0,85.0,広島県,"ホットヨガ,ゴルフ,ゲーム,バリ舞踊,ダンス"
6968,水川菜々子,https://pics.javhoo.net/2016/02/78h_a.jpg,1989-09-20,165.0,H,92.0,58.0,90.0,東京都,"料理,旅行"
6970,星月あず,https://pics.javhoo.net/2016/02/8td_a.jpg,1994-03-12,155.0,E,85.0,56.0,85.0,山形県,
6976,田丸愛,https://pics.javhoo.net/2016/02/4m_a.jpg,1981-04-30,168.0,E,90.0,58.0,88.0,東京都,"パソコン,くまのプーさんグッズ集め"
6979,矢藤あき,https://pics.javhoo.net/2016/02/x2_a.jpg,1985-06-16,156.0,F,88.0,58.0,88.0,神奈川県,"スポーツ全般,書道5段"
6982,木原りんご,https://pics.javhoo.net/2016/02/3om_a.jpg,1983-08-08,154.0,D,86.0,60.0,88.0,北海道,"カラオケ,インターネット,社交ダンス"
6988,みずほ,https://pics.javhoo.net/2016/02/71i_a.jpg,1981-11-11,158.0,D,85.0,60.0,86.0,福島県,
6989,仲里紗羽,https://pics.javhoo.net/2016/02/7mu_a.jpg,1991-04-05,155.0,G,88.0,56.0,86.0,,買い物
6990,沢木まりえ,https://pics.javhoo.net/2016/02/97q_a.jpg,1970-02-01,155.0,B,82.0,57.0,83.0,,
6993,速水恋,https://pics.javhoo.net/2016/02/bza_a.jpg,1981-05-15,152.0,C,80.0,60.0,85.0,,
7000,赤羽ゆり,https://pics.javhoo.net/2016/02/3oi_a.jpg,1979-12-23,158.0,D,85.0,61.0,88.0,東京都,テニス
7001,憂木詩音麻,https://pics.javhoo.net/2016/02/3vm_a.jpg,1984-11-03,163.0,C,83.0,58.0,85.0,,映画鑑賞
7002,水沢舞未,https://pics.javhoo.net/2016/02/42q_a.jpg,1980-11-04,158.0,E,89.0,60.0,88.0,東京都,テニス
7004,さくら結衣,https://pics.javhoo.net/2016/02/5uq_a.jpg,1989-02-28,155.0,G,92.0,60.0,85.0,,"リラッ○マ収集,陸上"
7014,杏野小夜,https://pics.javhoo.net/2016/02/4n_a.jpg,1979-10-25,162.0,C,83.0,58.0,83.0,静岡県,
7018,森口あいか,https://pics.javhoo.net/2016/02/1if_a.jpg,1986-06-12,151.0,E,85.0,60.0,82.0,東京都,
7029,坂本リナ,https://pics.javhoo.net/2016/02/4j_a.jpg,1978-01-03,157.0,E,85.0,58.0,85.0,,"スノーボード,料理"
7034,日向ゆみ,https://pics.javhoo.net/2016/02/1b7_a.jpg,1970-10-15,158.0,G,95.0,60.0,88.0,東京都,"お酒,買い物"
7040,斉藤ここみ,https://pics.javhoo.net/2016/02/iw_a.jpg,1984-07-10,158.0,F,88.0,59.0,89.0,埼玉県,"音楽鑑賞,料理"
7042,さくらりこ,https://pics.javhoo.net/2016/02/1pk_a.jpg,1986-03-03,159.0,E,86.0,59.0,88.0,山形県,"入浴剤集め,旅行,バトミントン"
7046,綾瀬ルリ,https://pics.javhoo.net/2016/02/3hk_a.jpg,1981-10-23,157.0,F,86.0,60.0,88.0,埼玉県,音楽鑑賞
7050,魅麗,https://pics.javhoo.net/2016/02/6g8_a.jpg,1987-01-20,162.0,D,83.0,59.0,84.0,東京都,美の追求
7051,神崎かおり,https://pics.javhoo.net/2016/02/8tk_a.jpg,1993-12-03,148.0,G,93.0,58.0,87.0,東京都,
7052,山咲はるな,https://pics.javhoo.net/2016/02/97s_a.jpg,1982-08-10,158.0,C,85.0,57.0,85.0,北海道,ショッピング
7059,山口まゆ,https://pics.javhoo.net/2016/02/3vn_a.jpg,1984-07-20,163.0,E,86.0,54.0,83.0,北海道,"カラオケ,絵を描くこと"
7061,あげは,https://pics.javhoo.net/2016/02/4o3_a.jpg,1987-10-06,149.0,B,83.0,57.0,85.0,東京都,
7062,亜梨,https://pics.javhoo.net/2016/02/5ur_a.jpg,1988-07-30,145.0,G,86.0,58.0,83.0,岡山県,"お菓子作り,電卓早打ち"
7064,水野つかさ,https://pics.javhoo.net/2016/02/6g3_a.jpg,1989-07-21,163.0,E,92.0,59.0,88.0,東京都,"テニス,フットサル"
7069,みさき理絵,https://pics.javhoo.net/2016/02/bt_a.jpg,1981-08-10,162.0,D,87.0,58.0,88.0,,"ショッピング,ダンス,ピアノ"
7070,桜井流々,https://pics.javhoo.net/2016/02/ix_a.jpg,1981-11-12,156.0,D,83.0,55.0,81.0,東京都,
7072,杉浦かな,https://pics.javhoo.net/2016/02/a77_a.jpg,1989-05-21,170.0,B,82.0,60.0,84.0,,"カラオケ,バスケットボール"
7073,能田曜子,https://pics.javhoo.net/2016/02/149_a.jpg,1986-02-09,148.0,D,83.0,56.0,83.0,福岡県,"犬と遊ぶこと,歌,スノボ"
7074,葉月真琴,https://pics.javhoo.net/2016/02/1pl_a.jpg,1985-08-23,148.0,D,86.0,57.0,84.0,東京都,"寝る,メール,猫のマネ"
7077,常盤桜子,https://pics.javhoo.net/2016/02/3hl_a.jpg,1983-11-22,157.0,C,82.0,57.0,78.0,東京都,料理
7090,杉森風緒,https://pics.javhoo.net/2016/02/49w_a.jpg,1982-10-16,164.0,D,88.0,62.0,90.0,,カラオケ
7091,野村レナ,https://pics.javhoo.net/2016/02/4o4_a.jpg,1986-03-03,148.0,C,81.0,55.0,78.0,神奈川県,
7093,南りん,https://pics.javhoo.net/2016/02/5us_a.jpg,1989-11-23,158.0,G,93.0,58.0,88.0,三重県,着物の着付け
7095,秋元まゆ花,https://pics.javhoo.net/2016/02/8mh_a.jpg,1989-07-05,155.0,D,80.0,59.0,85.0,東京都,"ショッピング,イラスト"
7096,七瀬りの,https://pics.javhoo.net/2016/02/8tl_a.jpg,1993-03-03,162.0,E,90.0,65.0,86.0,愛知県,"ピアノ,水泳,バレー,映画鑑賞"
7099,伊島香織,https://pics.javhoo.net/2016/02/71g_a.jpg,1979-05-31,156.0,F,88.0,61.0,87.0,神奈川県,絵を描くこと
7107,吉田遼子,https://pics.javhoo.net/2016/02/6ni_a.jpg,1986-11-09,163.0,C,83.0,58.0,88.0,神奈川県,"海外旅行,料理"
7111,水原みなみ,https://pics.javhoo.net/2016/02/j7_a.jpg,1983-07-19,153.0,D,84.0,58.0,85.0,東京都,"アロマテラピー,料理"
7114,日吉ルミコ,https://pics.javhoo.net/2016/02/14j_a.jpg,1968-12-03,160.0,C,85.0,60.0,84.0,静岡県,
7121,川口真湖,https://pics.javhoo.net/2016/02/3oz_a.jpg,1975-03-30,160.0,F,88.0,58.0,88.0,東京都,料理
7122,中野美奈,https://pics.javhoo.net/2016/02/3w3_a.jpg,1984-12-18,156.0,F,90.0,59.0,86.0,愛知,"テニス,料理,ゲーム,柔軟"
7128,鈴木奏,https://pics.javhoo.net/2016/02/5v7_a.jpg,1979-09-19,169.0,C,85.0,58.0,86.0,,
7130,月島愛,https://pics.javhoo.net/2016/02/69f_a.jpg,1985-11-11,160.0,E,86.0,60.0,84.0,東京都,犬と遊ぶ
7136,佐藤るり,https://pics.javhoo.net/2016/02/14a_a.jpg,1984-06-02,157.0,H,90.0,60.0,85.0,東京都,"英会話,読書,水泳"
7139,水谷桃,https://pics.javhoo.net/2016/02/3hm_a.jpg,1984-07-10,153.0,D,86.0,58.0,84.0,長野県,スノーボード
